Tokens_filename_"n-gram_count"_"start_ind"_"end_ind"_"pre_string"_"pos_string"_"output_classes"
BEIJING_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['An', 'activist', 'who', 'has', 'spent']_0
An_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['BEIJING']_['activist', 'who', 'has', 'spent', 'the']_0
activist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['BEIJING', 'An']_['who', 'has', 'spent', 'the', 'last']_0
who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['BEIJING', 'An', 'activist']_['has', 'spent', 'the', 'last', 'several']_0
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['BEIJING', 'An', 'activist', 'who']_['spent', 'the', 'last', 'several', 'years']_0
can get a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_2_4_['Hopefully', 'we']_['player', 'or', 'two', 'that', 'will']_0
get a player_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_3_5_['Hopefully', 'we', 'can']_['or', 'two', 'that', 'will', 'help']_0
a player or_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_4_6_['Hopefully', 'we', 'can', 'get']_['two', 'that', 'will', 'help', 'usHaving']_0
player or two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_5_7_['Hopefully', 'we', 'can', 'get', 'a']_['that', 'will', 'help', 'usHaving', 'traded']_0
or two that_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_6_8_['we', 'can', 'get', 'a', 'player']_['will', 'help', 'usHaving', 'traded', '<name>Robin']_0
two that will_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_7_9_['can', 'get', 'a', 'player', 'or']_['help', 'usHaving', 'traded', '<name>Robin', 'Lopez</name>']_0
that will help_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_8_10_['get', 'a', 'player', 'or', 'two']_['usHaving', 'traded', '<name>Robin', 'Lopez</name>', 'to']_0
will help usHaving_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_9_11_['a', 'player', 'or', 'two', 'that']_['traded', '<name>Robin', 'Lopez</name>', 'to', 'the']_0
help usHaving traded_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_10_12_['player', 'or', 'two', 'that', 'will']_['<name>Robin', 'Lopez</name>', 'to', 'the', 'Chicago']_0
usHaving traded <name>Robin_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_11_13_['or', 'two', 'that', 'will', 'help']_['Lopez</name>', 'to', 'the', 'Chicago', 'Bulls']_0
traded <name>Robin Lopez</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_12_14_['two', 'that', 'will', 'help', 'usHaving']_['to', 'the', 'Chicago', 'Bulls', 'last']_0
<name>Robin Lopez</name> to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_13_15_['that', 'will', 'help', 'usHaving', 'traded']_['the', 'Chicago', 'Bulls', 'last', 'week']_0
Lopez</name> to the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_14_16_['will', 'help', 'usHaving', 'traded', '<name>Robin']_['Chicago', 'Bulls', 'last', 'week', 'as']_0
to the Chicago_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_15_17_['help', 'usHaving', 'traded', '<name>Robin', 'Lopez</name>']_['Bulls', 'last', 'week', 'as', 'a']_0
the Chicago Bulls_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_16_18_['usHaving', 'traded', '<name>Robin', 'Lopez</name>', 'to']_['last', 'week', 'as', 'a', 'part']_0
Chicago Bulls last_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_17_19_['traded', '<name>Robin', 'Lopez</name>', 'to', 'the']_['week', 'as', 'a', 'part', 'of']_0
Bulls last week_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_18_20_['<name>Robin', 'Lopez</name>', 'to', 'the', 'Chicago']_['as', 'a', 'part', 'of', 'a']_0
last week as_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_19_21_['Lopez</name>', 'to', 'the', 'Chicago', 'Bulls']_['a', 'part', 'of', 'a', 'deal']_0
week as a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_20_22_['to', 'the', 'Chicago', 'Bulls', 'last']_['part', 'of', 'a', 'deal', 'that']_0
as a part_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_21_23_['the', 'Chicago', 'Bulls', 'last', 'week']_['of', 'a', 'deal', 'that', 'sent']_0
a part of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_22_24_['Chicago', 'Bulls', 'last', 'week', 'as']_['a', 'deal', 'that', 'sent', '<name>Derrick']_0
part of a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_23_25_['Bulls', 'last', 'week', 'as', 'a']_['deal', 'that', 'sent', '<name>Derrick', 'Rose</name>']_0
of a deal_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_24_26_['last', 'week', 'as', 'a', 'part']_['that', 'sent', '<name>Derrick', 'Rose</name>', 'to']_0
a deal that_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_25_27_['week', 'as', 'a', 'part', 'of']_['sent', '<name>Derrick', 'Rose</name>', 'to', 'New']_0
deal that sent_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_26_28_['as', 'a', 'part', 'of', 'a']_['<name>Derrick', 'Rose</name>', 'to', 'New', 'York']_0
that sent <name>Derrick_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_27_29_['a', 'part', 'of', 'a', 'deal']_['Rose</name>', 'to', 'New', 'York', 'the']_0
sent <name>Derrick Rose</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_28_30_['part', 'of', 'a', 'deal', 'that']_['to', 'New', 'York', 'the', 'Knicks']_0
<name>Derrick Rose</name> to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_29_31_['of', 'a', 'deal', 'that', 'sent']_['New', 'York', 'the', 'Knicks', 'will']_0
Rose</name> to New_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_30_32_['a', 'deal', 'that', 'sent', '<name>Derrick']_['York', 'the', 'Knicks', 'will', 'make']_0
to New York_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_31_33_['deal', 'that', 'sent', '<name>Derrick', 'Rose</name>']_['the', 'Knicks', 'will', 'make', 'a']_0
New York the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_32_34_['that', 'sent', '<name>Derrick', 'Rose</name>', 'to']_['Knicks', 'will', 'make', 'a', 'priority']_0
York the Knicks_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_33_35_['sent', '<name>Derrick', 'Rose</name>', 'to', 'New']_['will', 'make', 'a', 'priority', 'of']_0
the Knicks will_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_34_36_['<name>Derrick', 'Rose</name>', 'to', 'New', 'York']_['make', 'a', 'priority', 'of', 'landing']_0
Knicks will make_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_35_37_['Rose</name>', 'to', 'New', 'York', 'the']_['a', 'priority', 'of', 'landing', 'a']_0
will make a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_36_38_['to', 'New', 'York', 'the', 'Knicks']_['priority', 'of', 'landing', 'a', 'defenseminded']_0
make a priority_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_37_39_['New', 'York', 'the', 'Knicks', 'will']_['of', 'landing', 'a', 'defenseminded', 'center']_0
a priority of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_38_40_['York', 'the', 'Knicks', 'will', 'make']_['landing', 'a', 'defenseminded', 'center', '<name>Hornacek</name>']_0
priority of landing_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_39_41_['the', 'Knicks', 'will', 'make', 'a']_['a', 'defenseminded', 'center', '<name>Hornacek</name>', 'said']_0
of landing a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_40_42_['Knicks', 'will', 'make', 'a', 'priority']_['defenseminded', 'center', '<name>Hornacek</name>', 'said']_0
landing a defenseminded_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_41_43_['will', 'make', 'a', 'priority', 'of']_['center', '<name>Hornacek</name>', 'said']_0
a defenseminded center_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_42_44_['make', 'a', 'priority', 'of', 'landing']_['<name>Hornacek</name>', 'said']_0
defenseminded center <name>Hornacek</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_43_45_['a', 'priority', 'of', 'landing', 'a']_['said']_0
center <name>Hornacek</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_44_46_['priority', 'of', 'landing', 'a', 'defenseminded']_[]_0
The_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['team', 'also', 'needs', 'a', 'starting']_0
team_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['The']_['also', 'needs', 'a', 'starting', 'shooting']_0
also_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['The', 'team']_['needs', 'a', 'starting', 'shooting', 'guard']_0
needs_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['The', 'team', 'also']_['a', 'starting', 'shooting', 'guard', 'but']_0
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_4_4_['The', 'team', 'also', 'needs']_['starting', 'shooting', 'guard', 'but', 'that']_0
starting_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_5_5_['The', 'team', 'also', 'needs', 'a']_['shooting', 'guard', 'but', 'that', 'seems']_0
shooting_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_6_6_['team', 'also', 'needs', 'a', 'starting']_['guard', 'but', 'that', 'seems', 'to']_0
guard_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_7_7_['also', 'needs', 'a', 'starting', 'shooting']_['but', 'that', 'seems', 'to', 'be']_0
but_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_8_8_['needs', 'a', 'starting', 'shooting', 'guard']_['that', 'seems', 'to', 'be', 'second']_0
that_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_9_9_['a', 'starting', 'shooting', 'guard', 'but']_['seems', 'to', 'be', 'second', 'on']_0
seems_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_10_10_['starting', 'shooting', 'guard', 'but', 'that']_['to', 'be', 'second', 'on', 'the']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_11_11_['shooting', 'guard', 'but', 'that', 'seems']_['be', 'second', 'on', 'the', 'list']_0
be_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_12_12_['guard', 'but', 'that', 'seems', 'to']_['second', 'on', 'the', 'list']_0
second_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_13_13_['but', 'that', 'seems', 'to', 'be']_['on', 'the', 'list']_0
on_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_14_14_['that', 'seems', 'to', 'be', 'second']_['the', 'list']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_15_15_['seems', 'to', 'be', 'second', 'on']_['list']_0
list_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_16_16_['to', 'be', 'second', 'on', 'the']_[]_0
The team_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['also', 'needs', 'a', 'starting', 'shooting']_0
team also_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['The']_['needs', 'a', 'starting', 'shooting', 'guard']_0
also needs_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['The', 'team']_['a', 'starting', 'shooting', 'guard', 'but']_0
needs a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_3_4_['The', 'team', 'also']_['starting', 'shooting', 'guard', 'but', 'that']_0
a starting_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_4_5_['The', 'team', 'also', 'needs']_['shooting', 'guard', 'but', 'that', 'seems']_0
starting shooting_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_5_6_['The', 'team', 'also', 'needs', 'a']_['guard', 'but', 'that', 'seems', 'to']_0
shooting guard_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_6_7_['team', 'also', 'needs', 'a', 'starting']_['but', 'that', 'seems', 'to', 'be']_0
guard but_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_7_8_['also', 'needs', 'a', 'starting', 'shooting']_['that', 'seems', 'to', 'be', 'second']_0
but that_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_8_9_['needs', 'a', 'starting', 'shooting', 'guard']_['seems', 'to', 'be', 'second', 'on']_0
that seems_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_9_10_['a', 'starting', 'shooting', 'guard', 'but']_['to', 'be', 'second', 'on', 'the']_0
seems to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_10_11_['starting', 'shooting', 'guard', 'but', 'that']_['be', 'second', 'on', 'the', 'list']_0
to be_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_11_12_['shooting', 'guard', 'but', 'that', 'seems']_['second', 'on', 'the', 'list']_0
be second_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_12_13_['guard', 'but', 'that', 'seems', 'to']_['on', 'the', 'list']_0
second on_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_13_14_['but', 'that', 'seems', 'to', 'be']_['the', 'list']_0
on the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_14_15_['that', 'seems', 'to', 'be', 'second']_['list']_0
the list_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_15_16_['seems', 'to', 'be', 'second', 'on']_[]_0
The team also_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_0_2_[]_['needs', 'a', 'starting', 'shooting', 'guard']_0
team also needs_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_1_3_['The']_['a', 'starting', 'shooting', 'guard', 'but']_0
also needs a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_2_4_['The', 'team']_['starting', 'shooting', 'guard', 'but', 'that']_0
needs a starting_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_3_5_['The', 'team', 'also']_['shooting', 'guard', 'but', 'that', 'seems']_0
a starting shooting_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_4_6_['The', 'team', 'also', 'needs']_['guard', 'but', 'that', 'seems', 'to']_0
starting shooting guard_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_5_7_['The', 'team', 'also', 'needs', 'a']_['but', 'that', 'seems', 'to', 'be']_0
shooting guard but_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_6_8_['team', 'also', 'needs', 'a', 'starting']_['that', 'seems', 'to', 'be', 'second']_0
guard but that_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_7_9_['also', 'needs', 'a', 'starting', 'shooting']_['seems', 'to', 'be', 'second', 'on']_0
but that seems_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_8_10_['needs', 'a', 'starting', 'shooting', 'guard']_['to', 'be', 'second', 'on', 'the']_0
that seems to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_9_11_['a', 'starting', 'shooting', 'guard', 'but']_['be', 'second', 'on', 'the', 'list']_0
seems to be_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_10_12_['starting', 'shooting', 'guard', 'but', 'that']_['second', 'on', 'the', 'list']_0
to be second_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_11_13_['shooting', 'guard', 'but', 'that', 'seems']_['on', 'the', 'list']_0
be second on_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_12_14_['guard', 'but', 'that', 'seems', 'to']_['the', 'list']_0
second on the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_13_15_['but', 'that', 'seems', 'to', 'be']_['list']_0
on the list_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_14_16_['that', 'seems', 'to', 'be', 'second']_[]_0
I_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['definitely', 'think', 'we', 'need', 'an']_0
definitely_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['I']_['think', 'we', 'need', 'an', 'experienced']_0
think_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['I', 'definitely']_['we', 'need', 'an', 'experienced', 'big']_0
we_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['I', 'definitely', 'think']_['need', 'an', 'experienced', 'big', 'in']_0
need_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_4_4_['I', 'definitely', 'think', 'we']_['an', 'experienced', 'big', 'in', 'there']_0
an_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_5_5_['I', 'definitely', 'think', 'we', 'need']_['experienced', 'big', 'in', 'there', '<name>Hornacek</name>']_0
experienced_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_6_6_['definitely', 'think', 'we', 'need', 'an']_['big', 'in', 'there', '<name>Hornacek</name>', 'said']_0
big_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_7_7_['think', 'we', 'need', 'an', 'experienced']_['in', 'there', '<name>Hornacek</name>', 'said']_0
in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_8_8_['we', 'need', 'an', 'experienced', 'big']_['there', '<name>Hornacek</name>', 'said']_0
there_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_9_9_['need', 'an', 'experienced', 'big', 'in']_['<name>Hornacek</name>', 'said']_0
<name>Hornacek</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_10_10_['an', 'experienced', 'big', 'in', 'there']_['said']_1
said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_11_11_['experienced', 'big', 'in', 'there', '<name>Hornacek</name>']_[]_0
I definitely_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['think', 'we', 'need', 'an', 'experienced']_0
definitely think_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['I']_['we', 'need', 'an', 'experienced', 'big']_0
think we_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['I', 'definitely']_['need', 'an', 'experienced', 'big', 'in']_0
we need_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_3_4_['I', 'definitely', 'think']_['an', 'experienced', 'big', 'in', 'there']_0
need an_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_4_5_['I', 'definitely', 'think', 'we']_['experienced', 'big', 'in', 'there', '<name>Hornacek</name>']_0
an experienced_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_5_6_['I', 'definitely', 'think', 'we', 'need']_['big', 'in', 'there', '<name>Hornacek</name>', 'said']_0
experienced big_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_6_7_['definitely', 'think', 'we', 'need', 'an']_['in', 'there', '<name>Hornacek</name>', 'said']_0
big in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_7_8_['think', 'we', 'need', 'an', 'experienced']_['there', '<name>Hornacek</name>', 'said']_0
in there_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_8_9_['we', 'need', 'an', 'experienced', 'big']_['<name>Hornacek</name>', 'said']_0
there <name>Hornacek</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_9_10_['need', 'an', 'experienced', 'big', 'in']_['said']_0
<name>Hornacek</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_10_11_['an', 'experienced', 'big', 'in', 'there']_[]_0
I definitely think_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_0_2_[]_['we', 'need', 'an', 'experienced', 'big']_0
definitely think we_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_1_3_['I']_['need', 'an', 'experienced', 'big', 'in']_0
think we need_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_2_4_['I', 'definitely']_['an', 'experienced', 'big', 'in', 'there']_0
we need an_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_3_5_['I', 'definitely', 'think']_['experienced', 'big', 'in', 'there', '<name>Hornacek</name>']_0
need an experienced_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_4_6_['I', 'definitely', 'think', 'we']_['big', 'in', 'there', '<name>Hornacek</name>', 'said']_0
an experienced big_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_5_7_['I', 'definitely', 'think', 'we', 'need']_['in', 'there', '<name>Hornacek</name>', 'said']_0
experienced big in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_6_8_['definitely', 'think', 'we', 'need', 'an']_['there', '<name>Hornacek</name>', 'said']_0
big in there_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_7_9_['think', 'we', 'need', 'an', 'experienced']_['<name>Hornacek</name>', 'said']_0
in there <name>Hornacek</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_8_10_['we', 'need', 'an', 'experienced', 'big']_['said']_0
there <name>Hornacek</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_9_11_['need', 'an', 'experienced', 'big', 'in']_[]_0
With_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['the', 'two', 'guard', 'we', 'probably']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['With']_['two', 'guard', 'we', 'probably', 'should']_0
two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['With', 'the']_['guard', 'we', 'probably', 'should', 'be']_0
guard_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['With', 'the', 'two']_['we', 'probably', 'should', 'be', 'able']_0
we_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_4_4_['With', 'the', 'two', 'guard']_['probably', 'should', 'be', 'able', 'to']_0
probably_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_5_5_['With', 'the', 'two', 'guard', 'we']_['should', 'be', 'able', 'to', 'find']_0
should_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_6_6_['the', 'two', 'guard', 'we', 'probably']_['be', 'able', 'to', 'find', 'someone']_0
be_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_7_7_['two', 'guard', 'we', 'probably', 'should']_['able', 'to', 'find', 'someone']_0
able_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_8_8_['guard', 'we', 'probably', 'should', 'be']_['to', 'find', 'someone']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_9_9_['we', 'probably', 'should', 'be', 'able']_['find', 'someone']_0
find_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_10_10_['probably', 'should', 'be', 'able', 'to']_['someone']_0
someone_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_11_11_['should', 'be', 'able', 'to', 'find']_[]_0
